year,<1,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,>80
2000,0,6,9,10,9,7,5,6,7,8,7,7,7,5,3,2,0,0
2001,7,23,48,96,122,136,125,132,114,72,104,83,73,80,52,44,40,37
2002,14,83,133,156,253,254,262,205,192,171,160,186,129,112,103,82,68,62
2003,35,200,372,512,632,596,502,444,405,318,311,298,232,226,169,157,137,136
2004,9,40,75,118,169,197,154,139,120,91,87,78,72,65,58,56,45,42
2005,35,242,424,531,643,611,468,448,387,330,256,267,218,188,181,126,115,106
2006,26,162,311,469,502,441,384,305,314,261,200,188,170,128,113,87,74,101
2007,75,325,688,630,653,614,536,478,393,365,299,250,223,202,170,121,116,141
