year,<1,1-4,5-9,10-14,15-19,20-39,40-59,60-64,65-69,70-79,>80
2007,88,235,675,1207,1555,6292,3887,512,351,423,137
2008,12,19,26,39,61,236,142,21,15,16,5
2009,145,451,960,1219,1467,4587,2775,354,245,272,137
2010,551,1307,2989,4586,5846,21405,13253,1663,1245,1444,386
2011,130,192,326,489,557,2252,1470,181,120,138,39
2012,125,145,341,671,883,3057,2018,279,170,182,48
2013,377,738,1737,3256,4687,17264,11396,1491,1138,1208,374
