year,<1,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,>80
2000,3,14,22,28,46,57,48,37,40,29,30,14,25,20,17,7,7,6
2001,1,4,3,26,40,35,51,39,36,32,18,17,11,15,14,4,11,5
2002,5,29,62,108,157,166,115,137,116,72,87,54,54,46,30,22,10,17
2003,6,40,83,110,191,198,163,152,122,110,75,67,51,62,55,41,22,21
2004,1,8,22,55,85,65,74,51,42,51,42,36,28,23,16,12,14,6
2005,1,16,25,77,129,105,101,105,96,84,61,65,44,20,22,23,18,11
2006,3,16,47,74,80,87,99,84,89,86,48,37,41,27,22,13,6,10
2007,1,20,52,49,101,118,90,95,84,65,60,47,38,22,34,18,11,14
