age_shift_h,age_shift_c,region,zikv_ar,prop_denv1,indexp_pre,indexp_post,cases100,cases100sqrt
0.002013088717244596,-0.03013620585416112,1,0.26018099547511314,0.88,1.27116303969428,1.25295676265898,79.48388388866795,8.91537345761062
0.045591430765458026,0.06671609528062185,1,0.17024886877828055,1.0,1.2179478033398,1.18308757332092,1824.6449586719816,42.715863080031305
0.06872451054534952,0.03927458698263652,1,0.2703619909502262,0.9361702127659575,1.22579390350715,1.22634060689433,89.20232778865714,9.44469839585453
-0.3553155476660501,-0.11761046194256221,1,0.45701357466063347,0.5853658536585366,1.21049356158318,1.20366969278168,293.9809354664151,17.14587225738064
-0.04596184038432814,-0.01969951801269304,1,0.051470588235294115,0.6,1.24959141729596,1.27667701930836,46.690566755353295,6.8330495940943745
-0.2209831769292749,0.034124018087525874,1,0.3404977375565611,1.0,1.21593760818518,1.24908507106244,113.68376383674867,10.662258852454702
-0.10562335416690419,-0.03904732062010426,1,0.2703619909502262,0.055288461538461536,1.34716158778599,1.40039856007765,957.4152745351328,30.942127828175177
-0.0753018764171567,-0.06693521431764109,2,0.41798642533936653,0.5555555555555556,1.29391223028086,1.33377405925463,84.00787200668651,9.165580833023432
0.05169207434030268,-0.03600672359925545,2,0.4649321266968326,0.6343612334801763,1.34497356428253,1.43820766717944,256.6065385808865,16.018943116850327
-0.09798301791713361,0.02947441334939896,2,0.36199095022624433,0.7019230769230769,1.28997204111017,1.41974361898715,214.9377967349773,14.660757031442042
-0.3543879840346874,-0.11710651582490127,2,0.5729638009049773,0.8524590163934426,1.26213630807697,1.44398353528528,624.4017694689006,24.98803252496884
-0.32453202291923366,-0.10167547992118839,2,0.669683257918552,1.0,1.20272355239905,1.36593450997574,510.5972832201008,22.59639978448117
-0.3837675802471779,-0.1307994792291546,2,0.6317873303167421,0.9696969696969697,1.17109128124883,1.29997285264143,298.9060785186305,17.28890044273003
-0.20942143148466652,-0.04698156420069761,2,0.7358597285067874,0.9459459459459459,1.17165873985232,1.20907876868568,479.4722554938275,21.896854922427273
-0.38096200435103444,-0.3293152238156223,2,0.7658371040723982,0.7506702412868632,1.1946521154979,1.20938598528801,263.44111507311567,16.230869202637166
-0.121201738381121,-0.06759382137930038,2,0.5876696832579186,0.8325242718446602,1.16892974624998,1.25587410159134,280.79440655219804,16.756921153726243
0.06285911992064244,0.0018536220823067832,3,0.1159502262443439,0.24817518248175183,1.05276225238238,1.14626801465488,2021.0295664651617,44.95586242599692
0.05913849358239468,0.0424552925745386,3,0.4236425339366516,0.15675675675675677,0.994774197197265,1.1349461723926,1731.6536048341702,41.61314221293761
0.11633286834142487,0.032875086691044955,3,0.27941176470588236,0.058823529411764705,0.956159465531464,1.05620426107852,193.85826074186653,13.923299204637761
0.1243579357868941,0.0218581001224929,3,0.083710407239819,0.13594562175129948,1.07014087332318,1.04045053017446,938.2871835213717,30.631473740604967
0.030704388569671146,0.0025718349871204737,4,0.016968325791855202,0.36134453781512604,0.835621084809356,0.813725495657844,375.3126834698263,19.372988501256753
0.08444255662718875,0.030162860712320074,4,0.048642533936651584,0.7435897435897436,0.613977038633323,0.628780097990616,28.365510591910613,5.325928143705153
-0.022582921136065574,-0.06932052596108286,4,0.05542986425339366,0.9583333333333334,0.693009482228905,0.683064799349834,12.224609772361879,3.4963709431869323
0.03824136587010977,-0.03379713960549305,5,0.13687782805429866,0.03806228373702422,1.3058810810533,1.256637490343,2181.240841142887,46.70375617809436
0.006697300723648988,-0.02902694604168092,5,0.5197963800904978,0.6415094339622641,1.31176850777974,1.30731586887626,468.9427477877675,21.65508595660076
0.06888511875750743,0.015060812091343714,5,0.2816742081447964,0.09943181818181818,1.26775596160034,1.30714214335984,2612.553009531204,51.11313930420635
0.046000162854483065,-0.01117300952221389,5,0.16855203619909503,0.3728395061728395,1.08443899572031,1.12194354511056,984.7033468551314,31.37998321948454
